e1754b27-4859-494f-99c7-02648c7883ab_1,"[ERROR] /Users/lindsayroney/research/DevGPT-Study/Java_maven/e1754b27-4859-494f-99c7-02648c7883ab_1/src/main/java/MemberPaymentService.java:[9,13] cannot find symbol"
e1754b27-4859-494f-99c7-02648c7883ab_1,[ERROR]   symbol:   class MemberPaymentRepository
e1754b27-4859-494f-99c7-02648c7883ab_1,[ERROR]   location: class MemberPaymentService
e1754b27-4859-494f-99c7-02648c7883ab_1,"[ERROR] /Users/lindsayroney/research/DevGPT-Study/Java_maven/e1754b27-4859-494f-99c7-02648c7883ab_1/src/main/java/MemberPaymentService.java:[11,12] cannot find symbol"
e1754b27-4859-494f-99c7-02648c7883ab_1,[ERROR]   symbol:   class Workbook
e1754b27-4859-494f-99c7-02648c7883ab_1,[ERROR]   location: class MemberPaymentService
e1754b27-4859-494f-99c7-02648c7883ab_1,"[ERROR] /Users/lindsayroney/research/DevGPT-Study/Java_maven/e1754b27-4859-494f-99c7-02648c7883ab_1/src/main/java/MemberPaymentService.java:[1,1] package org.apache.poi.ss.usermodel does not exist"
e1754b27-4859-494f-99c7-02648c7883ab_1,"[ERROR] /Users/lindsayroney/research/DevGPT-Study/Java_maven/e1754b27-4859-494f-99c7-02648c7883ab_1/src/main/java/MemberPaymentService.java:[8,6] cannot find symbol"
e1754b27-4859-494f-99c7-02648c7883ab_1,[ERROR]   symbol:   class Autowired
e1754b27-4859-494f-99c7-02648c7883ab_1,[ERROR]   location: class MemberPaymentService
e1754b27-4859-494f-99c7-02648c7883ab_1,"[ERROR] /Users/lindsayroney/research/DevGPT-Study/Java_maven/e1754b27-4859-494f-99c7-02648c7883ab_1/src/main/java/MemberPaymentService.java:[12,9] cannot find symbol"
e1754b27-4859-494f-99c7-02648c7883ab_1,[ERROR]   symbol:   class List
e1754b27-4859-494f-99c7-02648c7883ab_1,[ERROR]   location: class MemberPaymentService
e1754b27-4859-494f-99c7-02648c7883ab_1,"[ERROR] /Users/lindsayroney/research/DevGPT-Study/Java_maven/e1754b27-4859-494f-99c7-02648c7883ab_1/src/main/java/MemberPaymentService.java:[12,14] cannot find symbol"
e1754b27-4859-494f-99c7-02648c7883ab_1,[ERROR]   symbol:   class MemberPayment
e1754b27-4859-494f-99c7-02648c7883ab_1,[ERROR]   location: class MemberPaymentService
e1754b27-4859-494f-99c7-02648c7883ab_1,"[ERROR] /Users/lindsayroney/research/DevGPT-Study/Java_maven/e1754b27-4859-494f-99c7-02648c7883ab_1/src/main/java/MemberPaymentService.java:[14,9] cannot find symbol"
e1754b27-4859-494f-99c7-02648c7883ab_1,[ERROR]   symbol:   class Workbook
e1754b27-4859-494f-99c7-02648c7883ab_1,[ERROR]   location: class MemberPaymentService
e1754b27-4859-494f-99c7-02648c7883ab_1,"[ERROR] /Users/lindsayroney/research/DevGPT-Study/Java_maven/e1754b27-4859-494f-99c7-02648c7883ab_1/src/main/java/MemberPaymentService.java:[14,33] cannot find symbol"
e1754b27-4859-494f-99c7-02648c7883ab_1,[ERROR]   symbol:   class XSSFWorkbook
e1754b27-4859-494f-99c7-02648c7883ab_1,[ERROR]   location: class MemberPaymentService
e1754b27-4859-494f-99c7-02648c7883ab_1,"[ERROR] /Users/lindsayroney/research/DevGPT-Study/Java_maven/e1754b27-4859-494f-99c7-02648c7883ab_1/src/main/java/MemberPaymentService.java:[15,9] cannot find symbol"
e1754b27-4859-494f-99c7-02648c7883ab_1,[ERROR]   symbol:   class Sheet
e1754b27-4859-494f-99c7-02648c7883ab_1,[ERROR]   location: class MemberPaymentService
e1754b27-4859-494f-99c7-02648c7883ab_1,"[ERROR] /Users/lindsayroney/research/DevGPT-Study/Java_maven/e1754b27-4859-494f-99c7-02648c7883ab_1/src/main/java/MemberPaymentService.java:[16,9] cannot find symbol"
e1754b27-4859-494f-99c7-02648c7883ab_1,[ERROR]   symbol:   class Row
e1754b27-4859-494f-99c7-02648c7883ab_1,[ERROR]   location: class MemberPaymentService
e1754b27-4859-494f-99c7-02648c7883ab_1,"[ERROR] /Users/lindsayroney/research/DevGPT-Study/Java_maven/e1754b27-4859-494f-99c7-02648c7883ab_1/src/main/java/MemberPaymentService.java:[21,13] cannot find symbol"
e1754b27-4859-494f-99c7-02648c7883ab_1,[ERROR]   symbol:   class Cell
e1754b27-4859-494f-99c7-02648c7883ab_1,[ERROR]   location: class MemberPaymentService
e1754b27-4859-494f-99c7-02648c7883ab_1,"[ERROR] /Users/lindsayroney/research/DevGPT-Study/Java_maven/e1754b27-4859-494f-99c7-02648c7883ab_1/src/main/java/MemberPaymentService.java:[26,14] cannot find symbol"
e1754b27-4859-494f-99c7-02648c7883ab_1,[ERROR]   symbol:   class MemberPayment
e1754b27-4859-494f-99c7-02648c7883ab_1,[ERROR]   location: class MemberPaymentService
e1754b27-4859-494f-99c7-02648c7883ab_1,"[ERROR] /Users/lindsayroney/research/DevGPT-Study/Java_maven/e1754b27-4859-494f-99c7-02648c7883ab_1/src/main/java/MemberPaymentService.java:[27,13] cannot find symbol"
e1754b27-4859-494f-99c7-02648c7883ab_1,[ERROR]   symbol:   class Row
e1754b27-4859-494f-99c7-02648c7883ab_1,[ERROR]   location: class MemberPaymentService
e1754b27-4859-494f-99c7-02648c7883ab_1,[ERROR] -> [Help 1]
e1754b27-4859-494f-99c7-02648c7883ab_1,[ERROR] 
e1754b27-4859-494f-99c7-02648c7883ab_1,"[ERROR] To see the full stack trace of the errors, re-run Maven with the -e switch."
e1754b27-4859-494f-99c7-02648c7883ab_1,[ERROR] Re-run Maven using the -X switch to enable full debug logging.
e1754b27-4859-494f-99c7-02648c7883ab_1,[ERROR] 
e1754b27-4859-494f-99c7-02648c7883ab_1,"[ERROR] For more information about the errors and possible solutions, please read the following articles:"
e1754b27-4859-494f-99c7-02648c7883ab_1,[ERROR] [Help 1] http://cwiki.apache.org/confluence/display/MAVEN/MojoFailureException
08649025-20e3-42e6-abba-32c29722dc0c_0,[ERROR] COMPILATION ERROR : 
08649025-20e3-42e6-abba-32c29722dc0c_0,"[ERROR] /Users/lindsayroney/research/DevGPT-Study/Java_maven/08649025-20e3-42e6-abba-32c29722dc0c_0/src/main/java/Main.java:[2,29] cannot find symbol"
08649025-20e3-42e6-abba-32c29722dc0c_0,"[ERROR] /Users/lindsayroney/research/DevGPT-Study/Java_maven/08649025-20e3-42e6-abba-32c29722dc0c_0/src/main/java/Main.java:[3,9] cannot find symbol"
08649025-20e3-42e6-abba-32c29722dc0c_0,"[ERROR] /Users/lindsayroney/research/DevGPT-Study/Java_maven/08649025-20e3-42e6-abba-32c29722dc0c_0/src/main/java/Main.java:[3,25] cannot find symbol"
08649025-20e3-42e6-abba-32c29722dc0c_0,[ERROR] Failed to execute goal org.apache.maven.plugins:maven-compiler-plugin:3.11.0:compile (default-compile) on project Study: Compilation failure: Compilation failure: 
08649025-20e3-42e6-abba-32c29722dc0c_0,"[ERROR] /Users/lindsayroney/research/DevGPT-Study/Java_maven/08649025-20e3-42e6-abba-32c29722dc0c_0/src/main/java/Main.java:[2,29] cannot find symbol"
08649025-20e3-42e6-abba-32c29722dc0c_0,[ERROR]   symbol:   class string
08649025-20e3-42e6-abba-32c29722dc0c_0,[ERROR]   location: class Main
08649025-20e3-42e6-abba-32c29722dc0c_0,"[ERROR] /Users/lindsayroney/research/DevGPT-Study/Java_maven/08649025-20e3-42e6-abba-32c29722dc0c_0/src/main/java/Main.java:[3,9] cannot find symbol"
08649025-20e3-42e6-abba-32c29722dc0c_0,[ERROR]   symbol:   class Logger
08649025-20e3-42e6-abba-32c29722dc0c_0,[ERROR]   location: class Main
08649025-20e3-42e6-abba-32c29722dc0c_0,"[ERROR] /Users/lindsayroney/research/DevGPT-Study/Java_maven/08649025-20e3-42e6-abba-32c29722dc0c_0/src/main/java/Main.java:[3,25] cannot find symbol"
08649025-20e3-42e6-abba-32c29722dc0c_0,[ERROR]   symbol:   variable LogManager
08649025-20e3-42e6-abba-32c29722dc0c_0,[ERROR]   location: class Main
08649025-20e3-42e6-abba-32c29722dc0c_0,[ERROR] -> [Help 1]
08649025-20e3-42e6-abba-32c29722dc0c_0,[ERROR] 
08649025-20e3-42e6-abba-32c29722dc0c_0,"[ERROR] To see the full stack trace of the errors, re-run Maven with the -e switch."
08649025-20e3-42e6-abba-32c29722dc0c_0,[ERROR] Re-run Maven using the -X switch to enable full debug logging.
08649025-20e3-42e6-abba-32c29722dc0c_0,[ERROR] 
08649025-20e3-42e6-abba-32c29722dc0c_0,"[ERROR] For more information about the errors and possible solutions, please read the following articles:"
08649025-20e3-42e6-abba-32c29722dc0c_0,[ERROR] [Help 1] http://cwiki.apache.org/confluence/display/MAVEN/MojoFailureException
65a0a5eb-2ac7-478b-87d9-7a62b3471ab2_4,[ERROR] COMPILATION ERROR : 
65a0a5eb-2ac7-478b-87d9-7a62b3471ab2_4,"[ERROR] /Users/lindsayroney/research/DevGPT-Study/Java_maven/65a0a5eb-2ac7-478b-87d9-7a62b3471ab2_4/src/main/java/Main.java:[2,29] cannot find symbol"
65a0a5eb-2ac7-478b-87d9-7a62b3471ab2_4,"[ERROR] /Users/lindsayroney/research/DevGPT-Study/Java_maven/65a0a5eb-2ac7-478b-87d9-7a62b3471ab2_4/src/main/java/Main.java:[3,9] cannot find symbol"
65a0a5eb-2ac7-478b-87d9-7a62b3471ab2_4,"[ERROR] /Users/lindsayroney/research/DevGPT-Study/Java_maven/65a0a5eb-2ac7-478b-87d9-7a62b3471ab2_4/src/main/java/Main.java:[3,51] cannot find symbol"
65a0a5eb-2ac7-478b-87d9-7a62b3471ab2_4,"[ERROR] /Users/lindsayroney/research/DevGPT-Study/Java_maven/65a0a5eb-2ac7-478b-87d9-7a62b3471ab2_4/src/main/java/Main.java:[3,69] cannot find symbol"
65a0a5eb-2ac7-478b-87d9-7a62b3471ab2_4,"[ERROR] /Users/lindsayroney/research/DevGPT-Study/Java_maven/65a0a5eb-2ac7-478b-87d9-7a62b3471ab2_4/src/main/java/Main.java:[4,9] cannot find symbol"
65a0a5eb-2ac7-478b-87d9-7a62b3471ab2_4,"[ERROR] /Users/lindsayroney/research/DevGPT-Study/Java_maven/65a0a5eb-2ac7-478b-87d9-7a62b3471ab2_4/src/main/java/Main.java:[4,82] cannot find symbol"
65a0a5eb-2ac7-478b-87d9-7a62b3471ab2_4,"[ERROR] /Users/lindsayroney/research/DevGPT-Study/Java_maven/65a0a5eb-2ac7-478b-87d9-7a62b3471ab2_4/src/main/java/Main.java:[4,45] cannot find symbol"
65a0a5eb-2ac7-478b-87d9-7a62b3471ab2_4,[ERROR] Failed to execute goal org.apache.maven.plugins:maven-compiler-plugin:3.11.0:compile (default-compile) on project Study: Compilation failure: Compilation failure: 
65a0a5eb-2ac7-478b-87d9-7a62b3471ab2_4,"[ERROR] /Users/lindsayroney/research/DevGPT-Study/Java_maven/65a0a5eb-2ac7-478b-87d9-7a62b3471ab2_4/src/main/java/Main.java:[2,29] cannot find symbol"
65a0a5eb-2ac7-478b-87d9-7a62b3471ab2_4,[ERROR]   symbol:   class string
65a0a5eb-2ac7-478b-87d9-7a62b3471ab2_4,[ERROR]   location: class Main
65a0a5eb-2ac7-478b-87d9-7a62b3471ab2_4,"[ERROR] /Users/lindsayroney/research/DevGPT-Study/Java_maven/65a0a5eb-2ac7-478b-87d9-7a62b3471ab2_4/src/main/java/Main.java:[3,9] cannot find symbol"
65a0a5eb-2ac7-478b-87d9-7a62b3471ab2_4,[ERROR]   symbol:   class DependencyRequest
65a0a5eb-2ac7-478b-87d9-7a62b3471ab2_4,[ERROR]   location: class Main
65a0a5eb-2ac7-478b-87d9-7a62b3471ab2_4,"[ERROR] /Users/lindsayroney/research/DevGPT-Study/Java_maven/65a0a5eb-2ac7-478b-87d9-7a62b3471ab2_4/src/main/java/Main.java:[3,51] cannot find symbol"
65a0a5eb-2ac7-478b-87d9-7a62b3471ab2_4,[ERROR]   symbol:   class DependencyRequest
65a0a5eb-2ac7-478b-87d9-7a62b3471ab2_4,[ERROR]   location: class Main
65a0a5eb-2ac7-478b-87d9-7a62b3471ab2_4,"[ERROR] /Users/lindsayroney/research/DevGPT-Study/Java_maven/65a0a5eb-2ac7-478b-87d9-7a62b3471ab2_4/src/main/java/Main.java:[3,69] cannot find symbol"
65a0a5eb-2ac7-478b-87d9-7a62b3471ab2_4,[ERROR]   symbol:   variable collectRequest
65a0a5eb-2ac7-478b-87d9-7a62b3471ab2_4,[ERROR]   location: class Main
65a0a5eb-2ac7-478b-87d9-7a62b3471ab2_4,"[ERROR] /Users/lindsayroney/research/DevGPT-Study/Java_maven/65a0a5eb-2ac7-478b-87d9-7a62b3471ab2_4/src/main/java/Main.java:[4,9] cannot find symbol"
65a0a5eb-2ac7-478b-87d9-7a62b3471ab2_4,[ERROR]   symbol:   class DependencyResult
65a0a5eb-2ac7-478b-87d9-7a62b3471ab2_4,[ERROR]   location: class Main
65a0a5eb-2ac7-478b-87d9-7a62b3471ab2_4,"[ERROR] /Users/lindsayroney/research/DevGPT-Study/Java_maven/65a0a5eb-2ac7-478b-87d9-7a62b3471ab2_4/src/main/java/Main.java:[4,82] cannot find symbol"
65a0a5eb-2ac7-478b-87d9-7a62b3471ab2_4,[ERROR]   symbol:   variable session
65a0a5eb-2ac7-478b-87d9-7a62b3471ab2_4,[ERROR]   location: class Main
65a0a5eb-2ac7-478b-87d9-7a62b3471ab2_4,"[ERROR] /Users/lindsayroney/research/DevGPT-Study/Java_maven/65a0a5eb-2ac7-478b-87d9-7a62b3471ab2_4/src/main/java/Main.java:[4,45] cannot find symbol"
65a0a5eb-2ac7-478b-87d9-7a62b3471ab2_4,[ERROR]   symbol:   variable repositorySystem
65a0a5eb-2ac7-478b-87d9-7a62b3471ab2_4,[ERROR]   location: class Main
65a0a5eb-2ac7-478b-87d9-7a62b3471ab2_4,[ERROR] -> [Help 1]
65a0a5eb-2ac7-478b-87d9-7a62b3471ab2_4,[ERROR] 
65a0a5eb-2ac7-478b-87d9-7a62b3471ab2_4,"[ERROR] To see the full stack trace of the errors, re-run Maven with the -e switch."
65a0a5eb-2ac7-478b-87d9-7a62b3471ab2_4,[ERROR] Re-run Maven using the -X switch to enable full debug logging.
65a0a5eb-2ac7-478b-87d9-7a62b3471ab2_4,[ERROR] 
65a0a5eb-2ac7-478b-87d9-7a62b3471ab2_4,"[ERROR] For more information about the errors and possible solutions, please read the following articles:"
65a0a5eb-2ac7-478b-87d9-7a62b3471ab2_4,[ERROR] [Help 1] http://cwiki.apache.org/confluence/display/MAVEN/MojoFailureException
65a0a5eb-2ac7-478b-87d9-7a62b3471ab2_3,[ERROR] COMPILATION ERROR : 
65a0a5eb-2ac7-478b-87d9-7a62b3471ab2_3,"[ERROR] /Users/lindsayroney/research/DevGPT-Study/Java_maven/65a0a5eb-2ac7-478b-87d9-7a62b3471ab2_3/src/main/java/Main.java:[2,29] cannot find symbol"
65a0a5eb-2ac7-478b-87d9-7a62b3471ab2_3,"[ERROR] /Users/lindsayroney/research/DevGPT-Study/Java_maven/65a0a5eb-2ac7-478b-87d9-7a62b3471ab2_3/src/main/java/Main.java:[3,9] cannot find symbol"
65a0a5eb-2ac7-478b-87d9-7a62b3471ab2_3,"[ERROR] /Users/lindsayroney/research/DevGPT-Study/Java_maven/65a0a5eb-2ac7-478b-87d9-7a62b3471ab2_3/src/main/java/Main.java:[3,33] cannot find symbol"
65a0a5eb-2ac7-478b-87d9-7a62b3471ab2_3,"[ERROR] /Users/lindsayroney/research/DevGPT-Study/Java_maven/65a0a5eb-2ac7-478b-87d9-7a62b3471ab2_3/src/main/java/Main.java:[4,9] cannot find symbol"
65a0a5eb-2ac7-478b-87d9-7a62b3471ab2_3,"[ERROR] /Users/lindsayroney/research/DevGPT-Study/Java_maven/65a0a5eb-2ac7-478b-87d9-7a62b3471ab2_3/src/main/java/Main.java:[4,37] cannot find symbol"
65a0a5eb-2ac7-478b-87d9-7a62b3471ab2_3,"[ERROR] /Users/lindsayroney/research/DevGPT-Study/Java_maven/65a0a5eb-2ac7-478b-87d9-7a62b3471ab2_3/src/main/java/Main.java:[6,9] cannot find symbol"
65a0a5eb-2ac7-478b-87d9-7a62b3471ab2_3,"[ERROR] /Users/lindsayroney/research/DevGPT-Study/Java_maven/65a0a5eb-2ac7-478b-87d9-7a62b3471ab2_3/src/main/java/Main.java:[6,45] cannot find symbol"
65a0a5eb-2ac7-478b-87d9-7a62b3471ab2_3,[ERROR] Failed to execute goal org.apache.maven.plugins:maven-compiler-plugin:3.11.0:compile (default-compile) on project Study: Compilation failure: Compilation failure: 
65a0a5eb-2ac7-478b-87d9-7a62b3471ab2_3,"[ERROR] /Users/lindsayroney/research/DevGPT-Study/Java_maven/65a0a5eb-2ac7-478b-87d9-7a62b3471ab2_3/src/main/java/Main.java:[2,29] cannot find symbol"
65a0a5eb-2ac7-478b-87d9-7a62b3471ab2_3,[ERROR]   symbol:   class string
65a0a5eb-2ac7-478b-87d9-7a62b3471ab2_3,[ERROR]   location: class Main
65a0a5eb-2ac7-478b-87d9-7a62b3471ab2_3,"[ERROR] /Users/lindsayroney/research/DevGPT-Study/Java_maven/65a0a5eb-2ac7-478b-87d9-7a62b3471ab2_3/src/main/java/Main.java:[3,9] cannot find symbol"
65a0a5eb-2ac7-478b-87d9-7a62b3471ab2_3,[ERROR]   symbol:   class Artifact
65a0a5eb-2ac7-478b-87d9-7a62b3471ab2_3,[ERROR]   location: class Main
65a0a5eb-2ac7-478b-87d9-7a62b3471ab2_3,"[ERROR] /Users/lindsayroney/research/DevGPT-Study/Java_maven/65a0a5eb-2ac7-478b-87d9-7a62b3471ab2_3/src/main/java/Main.java:[3,33] cannot find symbol"
65a0a5eb-2ac7-478b-87d9-7a62b3471ab2_3,[ERROR]   symbol:   class DefaultArtifact
65a0a5eb-2ac7-478b-87d9-7a62b3471ab2_3,[ERROR]   location: class Main
65a0a5eb-2ac7-478b-87d9-7a62b3471ab2_3,"[ERROR] /Users/lindsayroney/research/DevGPT-Study/Java_maven/65a0a5eb-2ac7-478b-87d9-7a62b3471ab2_3/src/main/java/Main.java:[4,9] cannot find symbol"
65a0a5eb-2ac7-478b-87d9-7a62b3471ab2_3,[ERROR]   symbol:   class Dependency
65a0a5eb-2ac7-478b-87d9-7a62b3471ab2_3,[ERROR]   location: class Main
65a0a5eb-2ac7-478b-87d9-7a62b3471ab2_3,"[ERROR] /Users/lindsayroney/research/DevGPT-Study/Java_maven/65a0a5eb-2ac7-478b-87d9-7a62b3471ab2_3/src/main/java/Main.java:[4,37] cannot find symbol"
65a0a5eb-2ac7-478b-87d9-7a62b3471ab2_3,[ERROR]   symbol:   class Dependency
65a0a5eb-2ac7-478b-87d9-7a62b3471ab2_3,[ERROR]   location: class Main
65a0a5eb-2ac7-478b-87d9-7a62b3471ab2_3,"[ERROR] /Users/lindsayroney/research/DevGPT-Study/Java_maven/65a0a5eb-2ac7-478b-87d9-7a62b3471ab2_3/src/main/java/Main.java:[6,9] cannot find symbol"
65a0a5eb-2ac7-478b-87d9-7a62b3471ab2_3,[ERROR]   symbol:   class CollectRequest
65a0a5eb-2ac7-478b-87d9-7a62b3471ab2_3,[ERROR]   location: class Main
65a0a5eb-2ac7-478b-87d9-7a62b3471ab2_3,"[ERROR] /Users/lindsayroney/research/DevGPT-Study/Java_maven/65a0a5eb-2ac7-478b-87d9-7a62b3471ab2_3/src/main/java/Main.java:[6,45] cannot find symbol"
65a0a5eb-2ac7-478b-87d9-7a62b3471ab2_3,[ERROR]   symbol:   class CollectRequest
65a0a5eb-2ac7-478b-87d9-7a62b3471ab2_3,[ERROR]   location: class Main
65a0a5eb-2ac7-478b-87d9-7a62b3471ab2_3,[ERROR] -> [Help 1]
65a0a5eb-2ac7-478b-87d9-7a62b3471ab2_3,[ERROR] 
65a0a5eb-2ac7-478b-87d9-7a62b3471ab2_3,"[ERROR] To see the full stack trace of the errors, re-run Maven with the -e switch."
65a0a5eb-2ac7-478b-87d9-7a62b3471ab2_3,[ERROR] Re-run Maven using the -X switch to enable full debug logging.
65a0a5eb-2ac7-478b-87d9-7a62b3471ab2_3,[ERROR] 
65a0a5eb-2ac7-478b-87d9-7a62b3471ab2_3,"[ERROR] For more information about the errors and possible solutions, please read the following articles:"
65a0a5eb-2ac7-478b-87d9-7a62b3471ab2_3,[ERROR] [Help 1] http://cwiki.apache.org/confluence/display/MAVEN/MojoFailureException
633e2b6f-6e7b-43e7-8a8a-7fbe47c0aa4b_0,[ERROR] COMPILATION ERROR : 
633e2b6f-6e7b-43e7-8a8a-7fbe47c0aa4b_0,"[ERROR] /Users/lindsayroney/research/DevGPT-Study/Java_maven/633e2b6f-6e7b-43e7-8a8a-7fbe47c0aa4b_0/src/main/java/Main.java:[2,15] cannot find symbol"
633e2b6f-6e7b-43e7-8a8a-7fbe47c0aa4b_0,"[ERROR] /Users/lindsayroney/research/DevGPT-Study/Java_maven/633e2b6f-6e7b-43e7-8a8a-7fbe47c0aa4b_0/src/main/java/Main.java:[3,20] cannot find symbol"
633e2b6f-6e7b-43e7-8a8a-7fbe47c0aa4b_0,"[ERROR] /Users/lindsayroney/research/DevGPT-Study/Java_maven/633e2b6f-6e7b-43e7-8a8a-7fbe47c0aa4b_0/src/main/java/Main.java:[4,20] cannot find symbol"
633e2b6f-6e7b-43e7-8a8a-7fbe47c0aa4b_0,"[ERROR] /Users/lindsayroney/research/DevGPT-Study/Java_maven/633e2b6f-6e7b-43e7-8a8a-7fbe47c0aa4b_0/src/main/java/Main.java:[5,29] package methods does not exist"
633e2b6f-6e7b-43e7-8a8a-7fbe47c0aa4b_0,"[ERROR] /Users/lindsayroney/research/DevGPT-Study/Java_maven/633e2b6f-6e7b-43e7-8a8a-7fbe47c0aa4b_0/src/main/java/Main.java:[6,9] cannot find symbol"
633e2b6f-6e7b-43e7-8a8a-7fbe47c0aa4b_0,"[ERROR] /Users/lindsayroney/research/DevGPT-Study/Java_maven/633e2b6f-6e7b-43e7-8a8a-7fbe47c0aa4b_0/src/main/java/Main.java:[6,35] cannot find symbol"
633e2b6f-6e7b-43e7-8a8a-7fbe47c0aa4b_0,"[ERROR] /Users/lindsayroney/research/DevGPT-Study/Java_maven/633e2b6f-6e7b-43e7-8a8a-7fbe47c0aa4b_0/src/main/java/Main.java:[7,9] cannot find symbol"
633e2b6f-6e7b-43e7-8a8a-7fbe47c0aa4b_0,"[ERROR] /Users/lindsayroney/research/DevGPT-Study/Java_maven/633e2b6f-6e7b-43e7-8a8a-7fbe47c0aa4b_0/src/main/java/Main.java:[7,14] cannot find symbol"
633e2b6f-6e7b-43e7-8a8a-7fbe47c0aa4b_0,"[ERROR] /Users/lindsayroney/research/DevGPT-Study/Java_maven/633e2b6f-6e7b-43e7-8a8a-7fbe47c0aa4b_0/src/main/java/Main.java:[7,34] cannot find symbol"
