type,module,path,symbol,message,message-id
error,1d3fa32a-ab41-4747-b09e-54366847575a_7,Python/1d3fa32a-ab41-4747-b09e-54366847575a_7.py,syntax-error,"Parsing failed: 'expected ':' (<unknown>, line 23)'",E0001
error,5c929ed5-3abe-4fa4-ab46-c4b357d9572e_1,Python/5c929ed5-3abe-4fa4-ab46-c4b357d9572e_1.py,syntax-error,"Parsing failed: 'invalid syntax (<unknown>, line 1)'",E0001
error,bbf03be2-dc7b-4451-a614-1a542af33712_2,Python/bbf03be2-dc7b-4451-a614-1a542af33712_2.py,syntax-error,"Parsing failed: 'expected an indented block after function definition on line 6 (<unknown>, line 9)'",E0001
error,0b7c3beb-a26c-465d-9f6f-a1957a9a6853_0,Python/0b7c3beb-a26c-465d-9f6f-a1957a9a6853_0.py,syntax-error,"Parsing failed: 'invalid syntax (<unknown>, line 1)'",E0001
error,fdef9ad7-bd4b-431e-bddb-24572a1fccee_2,Python/fdef9ad7-bd4b-431e-bddb-24572a1fccee_2.py,syntax-error,"Parsing failed: 'expected an indented block after function definition on line 1 (<unknown>, line 3)'",E0001
error,0b1cd1fb-57e0-4159-aa6b-c93dbda8f908_0,Python/0b1cd1fb-57e0-4159-aa6b-c93dbda8f908_0.py,syntax-error,"Parsing failed: 'expected an indented block after function definition on line 36 (<unknown>, line 40)'",E0001
error,0ba365e8-13dc-4282-9f02-ac7b591b4034_1,Python/0ba365e8-13dc-4282-9f02-ac7b591b4034_1.py,syntax-error,"Parsing failed: 'invalid decimal literal (<unknown>, line 1)'",E0001
error,c9644606-2f23-40b0-b576-980c7b37ee17_0,Python/c9644606-2f23-40b0-b576-980c7b37ee17_0.py,syntax-error,"Parsing failed: 'invalid syntax (<unknown>, line 1)'",E0001
error,5a219a25-436f-451e-b737-cb40f7c0fdb0_0,Python/5a219a25-436f-451e-b737-cb40f7c0fdb0_0.py,syntax-error,"Parsing failed: 'invalid syntax (<unknown>, line 1)'",E0001
error,b7072bfa-f783-46cc-a157-63f2662341b8_0,Python/b7072bfa-f783-46cc-a157-63f2662341b8_0.py,syntax-error,"Parsing failed: 'expected an indented block after function definition on line 2 (<unknown>, line 5)'",E0001
error,df07e19e-fd72-4fcd-b3a6-60de92daab3f_1,Python/df07e19e-fd72-4fcd-b3a6-60de92daab3f_1.py,syntax-error,"Parsing failed: 'expected an indented block after 'if' statement on line 6 (<unknown>, line 8)'",E0001
error,de3177cb-d840-4146-80c2-bef5979acc7d_0,Python/de3177cb-d840-4146-80c2-bef5979acc7d_0.py,syntax-error,"Parsing failed: 'invalid syntax (<unknown>, line 1)'",E0001
error,e3d8d53b-a12b-4821-a8bf-828862b65a34_0,Python/e3d8d53b-a12b-4821-a8bf-828862b65a34_0.py,syntax-error,"Parsing failed: 'invalid syntax (<unknown>, line 1)'",E0001
error,9390b11a-1e71-4821-9fd0-714da658f139_0,Python/9390b11a-1e71-4821-9fd0-714da658f139_0.py,syntax-error,"Parsing failed: 'invalid syntax (<unknown>, line 1)'",E0001
error,9390b11a-1e71-4821-9fd0-714da658f139_2,Python/9390b11a-1e71-4821-9fd0-714da658f139_2.py,syntax-error,"Parsing failed: 'invalid syntax (<unknown>, line 1)'",E0001
error,9390b11a-1e71-4821-9fd0-714da658f139_4,Python/9390b11a-1e71-4821-9fd0-714da658f139_4.py,syntax-error,"Parsing failed: 'invalid syntax (<unknown>, line 1)'",E0001
error,ccefa576-b0af-49bf-8981-72bf78b45d69_0,Python/ccefa576-b0af-49bf-8981-72bf78b45d69_0.py,syntax-error,"Parsing failed: 'unterminated triple-quoted string literal (detected at line 26) (<unknown>, line 16)'",E0001
error,a879253c-cad7-4996-aea0-f2ef1a3c87ad_0,Python/a879253c-cad7-4996-aea0-f2ef1a3c87ad_0.py,syntax-error,"Parsing failed: 'invalid syntax (<unknown>, line 1)'",E0001
error,25988d5d-b355-4537-b2a1-71eafc60f67e_0,Python/25988d5d-b355-4537-b2a1-71eafc60f67e_0.py,syntax-error,"Parsing failed: 'invalid syntax (<unknown>, line 1)'",E0001
error,4a9f07e1-3fab-4ecb-b59a-6d1faa5d0a62_0,Python/4a9f07e1-3fab-4ecb-b59a-6d1faa5d0a62_0.py,syntax-error,"Parsing failed: 'invalid syntax (<unknown>, line 1)'",E0001
error,9f438266-3cd7-4e93-8ce7-45cde0c47ce4_1,Python/9f438266-3cd7-4e93-8ce7-45cde0c47ce4_1.py,syntax-error,"Parsing failed: 'invalid syntax. Perhaps you forgot a comma? (<unknown>, line 2)'",E0001
error,4ef4748c-1796-4c5f-a4b7-be39dfb33cc4_0,Python/4ef4748c-1796-4c5f-a4b7-be39dfb33cc4_0.py,syntax-error,"Parsing failed: 'expected an indented block after function definition on line 1 (<unknown>, line 4)'",E0001
error,34330ccf-46aa-406c-9ec5-ade98f46d167_0,Python/34330ccf-46aa-406c-9ec5-ade98f46d167_0.py,syntax-error,"Parsing failed: 'invalid syntax (<unknown>, line 1)'",E0001
error,34330ccf-46aa-406c-9ec5-ade98f46d167_1,Python/34330ccf-46aa-406c-9ec5-ade98f46d167_1.py,syntax-error,"Parsing failed: 'invalid syntax (<unknown>, line 3)'",E0001
error,a8399b03-9d33-444a-bce3-e7995d351316_4,Python/a8399b03-9d33-444a-bce3-e7995d351316_4.py,syntax-error,"Parsing failed: 'invalid syntax (<unknown>, line 1)'",E0001
error,a8399b03-9d33-444a-bce3-e7995d351316_5,Python/a8399b03-9d33-444a-bce3-e7995d351316_5.py,syntax-error,"Parsing failed: 'invalid syntax (<unknown>, line 1)'",E0001
error,a8399b03-9d33-444a-bce3-e7995d351316_8,Python/a8399b03-9d33-444a-bce3-e7995d351316_8.py,syntax-error,"Parsing failed: 'invalid syntax (<unknown>, line 1)'",E0001
error,9118beff-3518-4db7-80ec-616fdbf0360e_1,Python/9118beff-3518-4db7-80ec-616fdbf0360e_1.py,syntax-error,"Parsing failed: 'expected an indented block after 'for' statement on line 1 (<unknown>, line 2)'",E0001
error,406ef53d-9b48-4433-88f6-66cdaf1aff1e_0,Python/406ef53d-9b48-4433-88f6-66cdaf1aff1e_0.py,syntax-error,"Parsing failed: 'expected an indented block after function definition on line 14 (<unknown>, line 16)'",E0001
error,de2f0f76-a6a0-4029-896e-16a37706f7ea_1,Python/de2f0f76-a6a0-4029-896e-16a37706f7ea_1.py,syntax-error,"Parsing failed: 'invalid syntax (<unknown>, line 23)'",E0001
error,9a5259a7-709e-4538-9a9e-405baf89a6d2_2,Python/9a5259a7-709e-4538-9a9e-405baf89a6d2_2.py,syntax-error,"Parsing failed: 'expected an indented block after 'for' statement on line 2 (<unknown>, line 4)'",E0001
error,0ea50ccb-20af-41a2-a875-356db15b3408_5,Python/0ea50ccb-20af-41a2-a875-356db15b3408_5.py,syntax-error,"Parsing failed: 'invalid syntax (<unknown>, line 1)'",E0001
error,a86b7e1a-39f9-4b8e-9634-1acdb81055a6_0,Python/a86b7e1a-39f9-4b8e-9634-1acdb81055a6_0.py,syntax-error,"Parsing failed: 'unterminated string literal (detected at line 2) (<unknown>, line 2)'",E0001
error,561f4f72-41dc-40bd-a9ec-510ae55a6150_0,Python/561f4f72-41dc-40bd-a9ec-510ae55a6150_0.py,syntax-error,"Parsing failed: 'expected an indented block after 'if' statement on line 4 (<unknown>, line 7)'",E0001
error,561f4f72-41dc-40bd-a9ec-510ae55a6150_2,Python/561f4f72-41dc-40bd-a9ec-510ae55a6150_2.py,syntax-error,"Parsing failed: 'expected an indented block after 'if' statement on line 4 (<unknown>, line 7)'",E0001
error,cca269ac-3bdc-4b65-9e33-9de69c75e6ff_2,Python/cca269ac-3bdc-4b65-9e33-9de69c75e6ff_2.py,syntax-error,"Parsing failed: 'expected an indented block after 'try' statement on line 1 (<unknown>, line 3)'",E0001
error,cca269ac-3bdc-4b65-9e33-9de69c75e6ff_4,Python/cca269ac-3bdc-4b65-9e33-9de69c75e6ff_4.py,syntax-error,"Parsing failed: 'expected an indented block after 'try' statement on line 10 (<unknown>, line 12)'",E0001
error,cca269ac-3bdc-4b65-9e33-9de69c75e6ff_5,Python/cca269ac-3bdc-4b65-9e33-9de69c75e6ff_5.py,syntax-error,"Parsing failed: 'expected an indented block after 'try' statement on line 1 (<unknown>, line 3)'",E0001
convention,1f0503ee-610e-4bfd-b1b4-0401d953561c_0,Python/1f0503ee-610e-4bfd-b1b4-0401d953561c_0.py,missing-module-docstring,Missing module docstring,C0114
convention,1f0503ee-610e-4bfd-b1b4-0401d953561c_0,Python/1f0503ee-610e-4bfd-b1b4-0401d953561c_0.py,invalid-name,"Module name ""1f0503ee-610e-4bfd-b1b4-0401d953561c_0"" doesn't conform to snake_case naming style",C0103
convention,1f0503ee-610e-4bfd-b1b4-0401d953561c_0,Python/1f0503ee-610e-4bfd-b1b4-0401d953561c_0.py,missing-function-docstring,Missing function or method docstring,C0116
convention,88961bd1-8250-45f0-b814-0680baca2eb8_0,Python/88961bd1-8250-45f0-b814-0680baca2eb8_0.py,missing-module-docstring,Missing module docstring,C0114
convention,88961bd1-8250-45f0-b814-0680baca2eb8_0,Python/88961bd1-8250-45f0-b814-0680baca2eb8_0.py,invalid-name,"Module name ""88961bd1-8250-45f0-b814-0680baca2eb8_0"" doesn't conform to snake_case naming style",C0103
error,88961bd1-8250-45f0-b814-0680baca2eb8_0,Python/88961bd1-8250-45f0-b814-0680baca2eb8_0.py,import-error,Unable to import 'hamilton',E0401
convention,88961bd1-8250-45f0-b814-0680baca2eb8_0,Python/88961bd1-8250-45f0-b814-0680baca2eb8_0.py,missing-function-docstring,Missing function or method docstring,C0116
convention,88961bd1-8250-45f0-b814-0680baca2eb8_0,Python/88961bd1-8250-45f0-b814-0680baca2eb8_0.py,missing-function-docstring,Missing function or method docstring,C0116
error,88961bd1-8250-45f0-b814-0680baca2eb8_0,Python/88961bd1-8250-45f0-b814-0680baca2eb8_0.py,undefined-variable,Undefined variable 'query_gpt4',E0602
convention,88961bd1-8250-45f0-b814-0680baca2eb8_0,Python/88961bd1-8250-45f0-b814-0680baca2eb8_0.py,missing-function-docstring,Missing function or method docstring,C0116
convention,88961bd1-8250-45f0-b814-0680baca2eb8_0,Python/88961bd1-8250-45f0-b814-0680baca2eb8_0.py,missing-function-docstring,Missing function or method docstring,C0116
error,88961bd1-8250-45f0-b814-0680baca2eb8_0,Python/88961bd1-8250-45f0-b814-0680baca2eb8_0.py,undefined-variable,Undefined variable 'query_gpt4',E0602
convention,88961bd1-8250-45f0-b814-0680baca2eb8_1,Python/88961bd1-8250-45f0-b814-0680baca2eb8_1.py,missing-module-docstring,Missing module docstring,C0114
convention,88961bd1-8250-45f0-b814-0680baca2eb8_1,Python/88961bd1-8250-45f0-b814-0680baca2eb8_1.py,invalid-name,"Module name ""88961bd1-8250-45f0-b814-0680baca2eb8_1"" doesn't conform to snake_case naming style",C0103
error,88961bd1-8250-45f0-b814-0680baca2eb8_1,Python/88961bd1-8250-45f0-b814-0680baca2eb8_1.py,import-error,Unable to import 'hamilton',E0401
convention,88961bd1-8250-45f0-b814-0680baca2eb8_1,Python/88961bd1-8250-45f0-b814-0680baca2eb8_1.py,missing-function-docstring,Missing function or method docstring,C0116
convention,88961bd1-8250-45f0-b814-0680baca2eb8_1,Python/88961bd1-8250-45f0-b814-0680baca2eb8_1.py,invalid-name,"Argument name ""n"" doesn't conform to snake_case naming style",C0103
convention,88961bd1-8250-45f0-b814-0680baca2eb8_1,Python/88961bd1-8250-45f0-b814-0680baca2eb8_1.py,missing-function-docstring,Missing function or method docstring,C0116
convention,3c356d4f-15d4-4f6e-bd29-af6a0b0095fd_0,Python/3c356d4f-15d4-4f6e-bd29-af6a0b0095fd_0.py,line-too-long,Line too long (102/100),C0301
convention,3c356d4f-15d4-4f6e-bd29-af6a0b0095fd_0,Python/3c356d4f-15d4-4f6e-bd29-af6a0b0095fd_0.py,line-too-long,Line too long (112/100),C0301
convention,3c356d4f-15d4-4f6e-bd29-af6a0b0095fd_0,Python/3c356d4f-15d4-4f6e-bd29-af6a0b0095fd_0.py,missing-module-docstring,Missing module docstring,C0114
convention,3c356d4f-15d4-4f6e-bd29-af6a0b0095fd_0,Python/3c356d4f-15d4-4f6e-bd29-af6a0b0095fd_0.py,invalid-name,"Module name ""3c356d4f-15d4-4f6e-bd29-af6a0b0095fd_0"" doesn't conform to snake_case naming style",C0103
error,3c356d4f-15d4-4f6e-bd29-af6a0b0095fd_0,Python/3c356d4f-15d4-4f6e-bd29-af6a0b0095fd_0.py,import-error,Unable to import 'boto3',E0401
convention,3c356d4f-15d4-4f6e-bd29-af6a0b0095fd_0,Python/3c356d4f-15d4-4f6e-bd29-af6a0b0095fd_0.py,missing-function-docstring,Missing function or method docstring,C0116
warning,3c356d4f-15d4-4f6e-bd29-af6a0b0095fd_0,Python/3c356d4f-15d4-4f6e-bd29-af6a0b0095fd_0.py,redefined-outer-name,Redefining name 'policy_arns' from outer scope (line 29),W0621
warning,3c356d4f-15d4-4f6e-bd29-af6a0b0095fd_0,Python/3c356d4f-15d4-4f6e-bd29-af6a0b0095fd_0.py,redefined-outer-name,Redefining name 'role' from outer scope (line 35),W0621
convention,3c356d4f-15d4-4f6e-bd29-af6a0b0095fd_0,Python/3c356d4f-15d4-4f6e-bd29-af6a0b0095fd_0.py,missing-function-docstring,Missing function or method docstring,C0116
warning,3c356d4f-15d4-4f6e-bd29-af6a0b0095fd_0,Python/3c356d4f-15d4-4f6e-bd29-af6a0b0095fd_0.py,redefined-outer-name,Redefining name 'policy_arns' from outer scope (line 29),W0621
warning,3c356d4f-15d4-4f6e-bd29-af6a0b0095fd_0,Python/3c356d4f-15d4-4f6e-bd29-af6a0b0095fd_0.py,broad-exception-caught,Catching too general exception Exception,W0718
convention,3c356d4f-15d4-4f6e-bd29-af6a0b0095fd_0,Python/3c356d4f-15d4-4f6e-bd29-af6a0b0095fd_0.py,invalid-name,"Variable name ""e"" doesn't conform to snake_case naming style",C0103
convention,3c356d4f-15d4-4f6e-bd29-af6a0b0095fd_0,Python/3c356d4f-15d4-4f6e-bd29-af6a0b0095fd_0.py,wrong-import-order,"standard import ""import time"" should be placed before ""import boto3""",C0411
convention,ef77507e-cb75-4112-97f1-a16cfc03cd98_0,Python/ef77507e-cb75-4112-97f1-a16cfc03cd98_0.py,missing-module-docstring,Missing module docstring,C0114
convention,ef77507e-cb75-4112-97f1-a16cfc03cd98_0,Python/ef77507e-cb75-4112-97f1-a16cfc03cd98_0.py,invalid-name,"Module name ""ef77507e-cb75-4112-97f1-a16cfc03cd98_0"" doesn't conform to snake_case naming style",C0103
convention,ef77507e-cb75-4112-97f1-a16cfc03cd98_0,Python/ef77507e-cb75-4112-97f1-a16cfc03cd98_0.py,missing-function-docstring,Missing function or method docstring,C0116
convention,ef77507e-cb75-4112-97f1-a16cfc03cd98_0,Python/ef77507e-cb75-4112-97f1-a16cfc03cd98_0.py,invalid-name,"Variable name ""x"" doesn't conform to snake_case naming style",C0103
convention,ef77507e-cb75-4112-97f1-a16cfc03cd98_0,Python/ef77507e-cb75-4112-97f1-a16cfc03cd98_0.py,invalid-name,"Variable name ""x"" doesn't conform to snake_case naming style",C0103
convention,ef77507e-cb75-4112-97f1-a16cfc03cd98_0,Python/ef77507e-cb75-4112-97f1-a16cfc03cd98_0.py,missing-function-docstring,Missing function or method docstring,C0116
refactor,ef77507e-cb75-4112-97f1-a16cfc03cd98_0,Python/ef77507e-cb75-4112-97f1-a16cfc03cd98_0.py,no-else-return,"Unnecessary ""else"" after ""return"", remove the ""else"" and de-indent the code inside it",R1705
convention,ef77507e-cb75-4112-97f1-a16cfc03cd98_0,Python/ef77507e-cb75-4112-97f1-a16cfc03cd98_0.py,missing-function-docstring,Missing function or method docstring,C0116
convention,ef77507e-cb75-4112-97f1-a16cfc03cd98_0,Python/ef77507e-cb75-4112-97f1-a16cfc03cd98_0.py,consider-using-enumerate,Consider using enumerate instead of iterating with range and len,C0200
refactor,ef77507e-cb75-4112-97f1-a16cfc03cd98_0,Python/ef77507e-cb75-4112-97f1-a16cfc03cd98_0.py,too-many-nested-blocks,Too many nested blocks (6/5),R1702
convention,b9873d04-5978-489f-8c6b-4b948db7724d_0,Python/b9873d04-5978-489f-8c6b-4b948db7724d_0.py,invalid-name,"Module name ""b9873d04-5978-489f-8c6b-4b948db7724d_0"" doesn't conform to snake_case naming style",C0103
convention,b9873d04-5978-489f-8c6b-4b948db7724d_1,Python/b9873d04-5978-489f-8c6b-4b948db7724d_1.py,invalid-name,"Module name ""b9873d04-5978-489f-8c6b-4b948db7724d_1"" doesn't conform to snake_case naming style",C0103
convention,b062955d-3601-4051-b6d9-80cef9228233_0,Python/b062955d-3601-4051-b6d9-80cef9228233_0.py,missing-module-docstring,Missing module docstring,C0114
convention,b062955d-3601-4051-b6d9-80cef9228233_0,Python/b062955d-3601-4051-b6d9-80cef9228233_0.py,invalid-name,"Module name ""b062955d-3601-4051-b6d9-80cef9228233_0"" doesn't conform to snake_case naming style",C0103
error,b062955d-3601-4051-b6d9-80cef9228233_0,Python/b062955d-3601-4051-b6d9-80cef9228233_0.py,import-error,Unable to import 'my_module',E0401
convention,b062955d-3601-4051-b6d9-80cef9228233_0,Python/b062955d-3601-4051-b6d9-80cef9228233_0.py,missing-function-docstring,Missing function or method docstring,C0116
convention,ffa45c61-8b7a-44e1-b757-041f31df5099_1,Python/ffa45c61-8b7a-44e1-b757-041f31df5099_1.py,line-too-long,Line too long (111/100),C0301
convention,ffa45c61-8b7a-44e1-b757-041f31df5099_1,Python/ffa45c61-8b7a-44e1-b757-041f31df5099_1.py,line-too-long,Line too long (112/100),C0301
convention,ffa45c61-8b7a-44e1-b757-041f31df5099_1,Python/ffa45c61-8b7a-44e1-b757-041f31df5099_1.py,line-too-long,Line too long (111/100),C0301
convention,ffa45c61-8b7a-44e1-b757-041f31df5099_1,Python/ffa45c61-8b7a-44e1-b757-041f31df5099_1.py,missing-module-docstring,Missing module docstring,C0114
convention,ffa45c61-8b7a-44e1-b757-041f31df5099_1,Python/ffa45c61-8b7a-44e1-b757-041f31df5099_1.py,invalid-name,"Module name ""ffa45c61-8b7a-44e1-b757-041f31df5099_1"" doesn't conform to snake_case naming style",C0103
error,ffa45c61-8b7a-44e1-b757-041f31df5099_1,Python/ffa45c61-8b7a-44e1-b757-041f31df5099_1.py,import-error,Unable to import 'pandas',E0401
convention,ffa45c61-8b7a-44e1-b757-041f31df5099_1,Python/ffa45c61-8b7a-44e1-b757-041f31df5099_1.py,invalid-name,"Constant name ""gdp_url"" doesn't conform to UPPER_CASE naming style",C0103
warning,ffa45c61-8b7a-44e1-b757-041f31df5099_1,Python/ffa45c61-8b7a-44e1-b757-041f31df5099_1.py,missing-timeout,Missing timeout argument for method 'requests.get' can cause your program to hang indefinitely,W3101
convention,ffa45c61-8b7a-44e1-b757-041f31df5099_1,Python/ffa45c61-8b7a-44e1-b757-041f31df5099_1.py,invalid-name,"Constant name ""area_url"" doesn't conform to UPPER_CASE naming style",C0103
warning,ffa45c61-8b7a-44e1-b757-041f31df5099_1,Python/ffa45c61-8b7a-44e1-b757-041f31df5099_1.py,missing-timeout,Missing timeout argument for method 'requests.get' can cause your program to hang indefinitely,W3101
convention,ffa45c61-8b7a-44e1-b757-041f31df5099_0,Python/ffa45c61-8b7a-44e1-b757-041f31df5099_0.py,line-too-long,Line too long (111/100),C0301
convention,ffa45c61-8b7a-44e1-b757-041f31df5099_0,Python/ffa45c61-8b7a-44e1-b757-041f31df5099_0.py,line-too-long,Line too long (112/100),C0301
convention,ffa45c61-8b7a-44e1-b757-041f31df5099_0,Python/ffa45c61-8b7a-44e1-b757-041f31df5099_0.py,missing-module-docstring,Missing module docstring,C0114
convention,ffa45c61-8b7a-44e1-b757-041f31df5099_0,Python/ffa45c61-8b7a-44e1-b757-041f31df5099_0.py,invalid-name,"Module name ""ffa45c61-8b7a-44e1-b757-041f31df5099_0"" doesn't conform to snake_case naming style",C0103
error,ffa45c61-8b7a-44e1-b757-041f31df5099_0,Python/ffa45c61-8b7a-44e1-b757-041f31df5099_0.py,import-error,Unable to import 'pandas',E0401
convention,ffa45c61-8b7a-44e1-b757-041f31df5099_0,Python/ffa45c61-8b7a-44e1-b757-041f31df5099_0.py,invalid-name,"Constant name ""gdp_url"" doesn't conform to UPPER_CASE naming style",C0103
warning,ffa45c61-8b7a-44e1-b757-041f31df5099_0,Python/ffa45c61-8b7a-44e1-b757-041f31df5099_0.py,missing-timeout,Missing timeout argument for method 'requests.get' can cause your program to hang indefinitely,W3101
convention,ffa45c61-8b7a-44e1-b757-041f31df5099_0,Python/ffa45c61-8b7a-44e1-b757-041f31df5099_0.py,invalid-name,"Constant name ""area_url"" doesn't conform to UPPER_CASE naming style",C0103
warning,ffa45c61-8b7a-44e1-b757-041f31df5099_0,Python/ffa45c61-8b7a-44e1-b757-041f31df5099_0.py,missing-timeout,Missing timeout argument for method 'requests.get' can cause your program to hang indefinitely,W3101
convention,2b085148-2629-40e6-86b0-b22a2b64db67_0,Python/2b085148-2629-40e6-86b0-b22a2b64db67_0.py,missing-module-docstring,Missing module docstring,C0114
convention,2b085148-2629-40e6-86b0-b22a2b64db67_0,Python/2b085148-2629-40e6-86b0-b22a2b64db67_0.py,invalid-name,"Module name ""2b085148-2629-40e6-86b0-b22a2b64db67_0"" doesn't conform to snake_case naming style",C0103
convention,2b085148-2629-40e6-86b0-b22a2b64db67_0,Python/2b085148-2629-40e6-86b0-b22a2b64db67_0.py,missing-function-docstring,Missing function or method docstring,C0116
convention,2b085148-2629-40e6-86b0-b22a2b64db67_0,Python/2b085148-2629-40e6-86b0-b22a2b64db67_0.py,invalid-name,"Argument name ""n"" doesn't conform to snake_case naming style",C0103
refactor,2b085148-2629-40e6-86b0-b22a2b64db67_0,Python/2b085148-2629-40e6-86b0-b22a2b64db67_0.py,no-else-return,"Unnecessary ""else"" after ""return"", remove the ""else"" and de-indent the code inside it",R1705
convention,907aae99-6217-4218-bee0-fa74441c35a2_0,Python/907aae99-6217-4218-bee0-fa74441c35a2_0.py,missing-module-docstring,Missing module docstring,C0114
convention,907aae99-6217-4218-bee0-fa74441c35a2_0,Python/907aae99-6217-4218-bee0-fa74441c35a2_0.py,invalid-name,"Module name ""907aae99-6217-4218-bee0-fa74441c35a2_0"" doesn't conform to snake_case naming style",C0103
convention,907aae99-6217-4218-bee0-fa74441c35a2_1,Python/907aae99-6217-4218-bee0-fa74441c35a2_1.py,line-too-long,Line too long (145/100),C0301
convention,907aae99-6217-4218-bee0-fa74441c35a2_1,Python/907aae99-6217-4218-bee0-fa74441c35a2_1.py,missing-module-docstring,Missing module docstring,C0114
convention,907aae99-6217-4218-bee0-fa74441c35a2_1,Python/907aae99-6217-4218-bee0-fa74441c35a2_1.py,invalid-name,"Module name ""907aae99-6217-4218-bee0-fa74441c35a2_1"" doesn't conform to snake_case naming style",C0103
error,907aae99-6217-4218-bee0-fa74441c35a2_1,Python/907aae99-6217-4218-bee0-fa74441c35a2_1.py,undefined-variable,Undefined variable 'array',E0602
error,907aae99-6217-4218-bee0-fa74441c35a2_1,Python/907aae99-6217-4218-bee0-fa74441c35a2_1.py,undefined-variable,Undefined variable 'float32',E0602
convention,25c2703e-d89d-465c-9808-4df1b3eb40fa_1,Python/25c2703e-d89d-465c-9808-4df1b3eb40fa_1.py,missing-module-docstring,Missing module docstring,C0114
convention,25c2703e-d89d-465c-9808-4df1b3eb40fa_1,Python/25c2703e-d89d-465c-9808-4df1b3eb40fa_1.py,invalid-name,"Module name ""25c2703e-d89d-465c-9808-4df1b3eb40fa_1"" doesn't conform to snake_case naming style",C0103
error,25c2703e-d89d-465c-9808-4df1b3eb40fa_1,Python/25c2703e-d89d-465c-9808-4df1b3eb40fa_1.py,import-error,Unable to import 'sentence_transformers',E0401
convention,25c2703e-d89d-465c-9808-4df1b3eb40fa_1,Python/25c2703e-d89d-465c-9808-4df1b3eb40fa_1.py,invalid-name,"Constant name ""search_keyword"" doesn't conform to UPPER_CASE naming style",C0103
convention,25c2703e-d89d-465c-9808-4df1b3eb40fa_1,Python/25c2703e-d89d-465c-9808-4df1b3eb40fa_1.py,consider-using-f-string,Formatting a regular string which could be a f-string,C0209
convention,25c2703e-d89d-465c-9808-4df1b3eb40fa_1,Python/25c2703e-d89d-465c-9808-4df1b3eb40fa_1.py,consider-using-f-string,Formatting a regular string which could be a f-string,C0209
convention,25c2703e-d89d-465c-9808-4df1b3eb40fa_1,Python/25c2703e-d89d-465c-9808-4df1b3eb40fa_1.py,wrong-import-order,"standard import ""import pickle"" should be placed before ""import numpy as np""",C0411
